id,text,aspect,polarity
298,i 've been here 3 times for lunch and it is one of my favorites in the city .,lunch,neutral
1104,"i had their eggs benedict for brunch , which were the worst in my entire life , i tried removing the polonaise sauce completely that was how failed it was .",eggs benedict,negative
1104,"i had their eggs benedict for brunch , which were the worst in my entire life , i tried removing the polonaise sauce completely that was how failed it was .",polonaise sauce,negative
1104,"i had their eggs benedict for brunch , which were the worst in my entire life , i tried removing the polonaise sauce completely that was how failed it was .",brunch,neutral
2563,"i work near-by , and they have the best oatmeal in the neighborhood not a packaged or quick cooked item .",oatmeal,positive
323,"the menu looked good , except for offering the chilean sea bass , but the server does not offer up the specials that were written on the board outside .",chilean sea bass,negative
323,"the menu looked good , except for offering the chilean sea bass , but the server does not offer up the specials that were written on the board outside .",specials,neutral
1891,"the food was really good , i had the onion soup and it was one of the best ever .",onion soup,positive
3451,"overall , a solid restaurant and at less than $ 40pp ( including wine ) , a solid deal as well .",wine,neutral
1551,"since it literally is a complete hole in the wall , it 's a bit intimidating at first , but you get over that very quickly as soon as the friendly staff welcomes you - do n't hesitate to ask for help with what to get .",staff,positive
3146,"based on the reviews for dinner , this is a place i would reconsider revisiting for that , but definitely not for dim sum again .",dim sum,negative
1785,"it costs $ 2 extra to turn a regular roll into an inside-out roll , but the roll more than triples in size , and that 's not just from the rice .",roll,negative
1785,"it costs $ 2 extra to turn a regular roll into an inside-out roll , but the roll more than triples in size , and that 's not just from the rice .",roll,negative
1785,"it costs $ 2 extra to turn a regular roll into an inside-out roll , but the roll more than triples in size , and that 's not just from the rice .",roll,negative
1785,"it costs $ 2 extra to turn a regular roll into an inside-out roll , but the roll more than triples in size , and that 's not just from the rice .",rice,neutral
3650,"when he finally did , he was unable to make a gin and tonic -- could n't find tonic .",tonic,neutral
2084,"the dim sum is ok but does n't taste that fresh , and the little dishes do n't look steamy hot as they should ( also note lack of chinese here ) .",dim sum,negative
2084,"the dim sum is ok but does n't taste that fresh , and the little dishes do n't look steamy hot as they should ( also note lack of chinese here ) .",little dishes,negative
3193,"the service is ok , some of the people did n't get what they asked for .",service,neutral
2212,if you want good authentic thai this place is not the place to go .,thai,negative
3426,i recommend getting a reservation even though we saw people seated without one .,reservation,neutral
128,"if you want some roast duck , pork or chicken on rice with ginger , try them out !",roast duck,positive
128,"if you want some roast duck , pork or chicken on rice with ginger , try them out !",pork,positive
128,"if you want some roast duck , pork or chicken on rice with ginger , try them out !",chicken on rice with ginger,positive
1008,"you order from a menu , so you leave feeling like you missed the full experience .",menu,negative
2124,staff is very accomodating .,staff,positive
1950,i went to del frisco 's friday night with my boyfriend for an 8:00 reservation .,reservation,neutral
1133,yourself a favor and have dinner here and see if you dont agree with me .,dinner,neutral
2801,very popular style izakaya ( sake and small portion of sake friendly dishes ) .,sake,positive
2801,very popular style izakaya ( sake and small portion of sake friendly dishes ) .,dishes,positive
2801,very popular style izakaya ( sake and small portion of sake friendly dishes ) .,portion,neutral
224,"the food was terrific and the service classy , attentive , without being overbearing .",food,positive
224,"the food was terrific and the service classy , attentive , without being overbearing .",service,positive
2434,this is an amazing place to try some roti rolls .,roti rolls,positive
